time, x, y, heading, vel_x, vel_y, vel_heading,
1.872, -5.67584e-10, -4.41073e-08, 1.22376e-05, 3.36103e-15, -2.9392e-16, 1.95241e-16, 
1.88, -5.67584e-10, -4.41073e-08, 1.22376e-05, 3.38813e-15, 1.63477e-16, 9.99499e-17, 
1.888, -5.67584e-10, -4.41073e-08, 1.22376e-05, 3.03577e-15, -9.69853e-17, 3.98105e-16, 
1.896, -5.67584e-10, -4.41073e-08, 1.22376e-05, 4.09286e-15, -1.52889e-16, -5.55442e-16, 
1.904, -5.67584e-10, -4.41073e-08, 1.22376e-05, 3.37458e-15, -2.5771e-16, 6.06687e-16, 
1.912, -5.67584e-10, -4.41073e-08, 1.22376e-05, 3.40168e-15, 4.40881e-16, 2.26793e-16, 
1.92, -5.67584e-10, -4.41073e-08, 1.22376e-05, 3.41524e-15, 1.12444e-16, 1.39125e-16, 
1.928, -5.67584e-10, -4.41073e-08, 1.22376e-05, 3.37458e-15, -1.76606e-16, 2.92862e-16, 
1.936, -5.67584e-10, -4.41073e-08, 1.22376e-05, 3.38813e-15, 6.58568e-17, 7.91976e-17, 
1.944, -5.67584e-10, -4.41073e-08, 1.22376e-05, 3.37458e-15, -1.44207e-16, 3.34366e-16, 
1.952, -5.67584e-10, -4.41073e-08, 1.22376e-05, 3.03577e-15, 8.03199e-16, 8.63974e-17, 
1.96, -5.67584e-10, -4.41073e-08, 1.22376e-05, 4.05221e-15, -4.80691e-17, -8.99973e-17, 
1.968, -5.67584e-10, -4.41073e-08, 1.22376e-05, 3.36103e-15, -1.98841e-16, -2.27005e-16, 
1.976, -5.67584e-10, -4.41073e-08, 1.22376e-05, 3.40168e-15, -1.03973e-16, 1.96723e-16, 
1.984, -5.67584e-10, -4.41073e-08, 1.22376e-05, 3.03577e-15, -5.20925e-17, 7.22307e-16, 
1.992, -5.67584e-10, -4.41073e-08, 1.22376e-05, 4.05221e-15, -8.27975e-17, -1.29384e-16, 
2, -5.67584e-10, -4.41073e-08, 1.22376e-05, 3.40168e-15, -3.72059e-16, 1.92912e-16, 
2.008, -5.67584e-10, -4.41073e-08, 1.22376e-05, 3.36103e-15, -1.88888e-16, 3.48978e-16, 
2.016, -5.67584e-10, -4.41073e-08, 1.22376e-05, 3.07642e-15, 8.72656e-16, 4.44269e-16, 
2.024, -5.67584e-10, -4.41073e-08, 1.22376e-05, 4.07931e-15, -2.79309e-16, -7.02826e-16, 
2.032, -5.67584e-10, -4.41073e-08, 1.22376e-05, 3.40168e-15, -3.23567e-16, 8.42798e-17, 
2.04, -5.67584e-10, -4.41073e-08, 1.22376e-05, 3.40168e-15, -2.02864e-16, 1.46325e-16, 
2.048, -5.67584e-10, -4.41073e-08, 1.22376e-05, 3.04932e-15, 2.00535e-16, 7.42001e-16, 
2.056, -5.67584e-10, -4.41073e-08, 1.22376e-05, 3.36103e-15, -2.47757e-17, 1.67289e-16, 
2.064, -5.67584e-10, -4.41073e-08, 1.22376e-05, 4.06576e-15, -3.1552e-16, -7.5513e-16, 
2.072, -5.67584e-10, -4.41073e-08, 1.22376e-05, 3.38813e-15, 8.56986e-16, 4.80691e-16, 
2.08, -5.67584e-10, -4.41073e-08, 1.22376e-05, 3.41524e-15, 3.34578e-17, 6.35275e-17, 
2.088, -5.67584e-10, -4.41073e-08, 1.22376e-05, 3.37458e-15, -4.74338e-17, 5.91864e-16, 
2.096, -5.67584e-10, -4.41073e-08, 1.22376e-05, 3.40168e-15, 3.34578e-17, 9.52912e-17, 
2.104, -5.67584e-10, -4.41073e-08, 1.22376e-05, 3.38813e-15, -4.74338e-17, -6.02876e-16, 
2.112, -5.67584e-10, -4.41073e-08, 1.22376e-05, 3.42879e-15, 4.59515e-17, -3.17426e-16, 
2.12, -5.67584e-10, -4.41073e-08, 1.22376e-05, 3.40168e-15, -1.18585e-16, -2.51569e-16, 
2.128, -5.67584e-10, -4.41073e-08, 1.22376e-05, 4.09286e-15, 1.88677e-16, -8.3708e-16, 
2.136, -5.67583e-10, -4.41073e-08, 1.22376e-05, 3.41524e-15, -1.63689e-16, -3.45378e-16, 
2.144, -5.67583e-10, -4.41073e-08, 1.22376e-05, 3.03577e-15, -4.48927e-17, 3.07473e-16, 
2.152, -5.67583e-10, -4.41073e-08, 1.22376e-05, 4.09286e-15, -5.63277e-17, -5.96735e-16, 
2.16, -5.67583e-10, -4.41073e-08, 1.22376e-05, 3.40168e-15, -2.10276e-16, 6.79744e-17, 
2.168, -5.67583e-10, -4.41073e-08, 1.22376e-05, 3.37458e-15, -1.4336e-16, 1.46325e-16, 
2.176, -5.67583e-10, -4.41073e-08, 1.22376e-05, 3.40168e-15, 1.28749e-16, 1.11173e-16, 
2.184, -5.67583e-10, -4.41073e-08, 1.22376e-05, 3.40168e-15, -2.071e-16, 1.05244e-16, 
2.192, -5.67583e-10, -4.41073e-08, 1.22376e-05, 3.41524e-15, -8.68209e-18, -5.8657e-17, 
2.2, -5.67583e-10, -4.41073e-08, 1.22376e-05, 3.40168e-15, -1.30655e-16, -7.41154e-18, 
2.208, -5.67583e-10, -4.41073e-08, 1.22376e-05, 3.40168e-15, 8.12728e-16, 1.93971e-16, 
2.216, -5.67583e-10, -4.41073e-08, 1.22376e-05, 3.40168e-15, -1.27478e-16, -4.11234e-16, 
2.224, -5.67583e-10, -4.41073e-08, 1.22376e-05, 3.72694e-15, -1.73642e-17, -6.94567e-17, 
2.232, -5.67583e-10, -4.41073e-08, 1.22376e-05, 3.41524e-15, -1.54584e-16, 5.63277e-17, 
2.24, -5.67583e-10, -4.41073e-08, 1.22376e-05, 3.36103e-15, -2.26581e-16, 3.02603e-16, 
2.248, -5.67583e-10, -4.41073e-08, 1.22376e-05, 3.41524e-15, -1.63054e-16, -2.36534e-16, 
2.256, -5.67583e-10, -4.41073e-08, 1.22376e-05, 4.09286e-15, 7.67412e-16, -4.44481e-16, 
2.264, -5.67583e-10, -4.41073e-08, 1.22376e-05, 3.40168e-15, -1.8063e-16, 2.35687e-16, 
2.272, -5.67583e-10, -4.41073e-08, 1.22376e-05, 3.04932e-15, 2.28699e-17, 5.48242e-16, 
2.28, -5.67583e-10, -4.41073e-08, 1.22376e-05, 3.37458e-15, -9.50794e-17, 4.65868e-16, 
2.288, -5.67583e-10, -4.41073e-08, 1.22376e-05, 3.41524e-15, -2.86932e-16, -3.75871e-16, 
2.296, -5.67583e-10, -4.41073e-08, 1.22376e-05, 3.75405e-15, -1.48866e-16, -7.77153e-16, 
2.304, -5.67583e-10, -4.41073e-08, 1.22376e-05, 3.00866e-15, 2.74862e-16, 2.1684e-16, 
2.312, -5.67583e-10, -4.41073e-08, 1.22376e-05, 4.07931e-15, -7.87741e-17, -8.54233e-16, 
2.32, -5.67583e-10, -4.41073e-08, 1.22376e-05, 3.36103e-15, -3.55119e-16, 4.05305e-16, 
2.328, -5.67583e-10, -4.41073e-08, 1.22376e-05, 3.37458e-15, 4.71797e-16, 2.33146e-16, 
2.336, -5.67583e-10, -4.41073e-08, 1.22376e-05, 3.37458e-15, 6.43745e-17, -6.14099e-18, 
2.344, -5.67583e-10, -4.41073e-08, 1.22376e-05, 3.7405e-15, -3.33731e-16, -5.56077e-16, 
2.352, -5.67583e-10, -4.41073e-08, 1.22376e-05, 3.03577e-15, 1.73218e-16, 2.67027e-16, 
2.36, -5.67583e-10, -4.41073e-08, 1.22376e-05, 4.07931e-15, -2.55169e-16, -2.70839e-16, 
2.368, -5.67583e-10, -4.41073e-08, 1.22376e-05, 3.40168e-15, -3.60413e-16, -2.78039e-16, 
2.376, -5.67583e-10, -4.41073e-08, 1.22376e-05, 3.38813e-15, 5.57559e-16, -1.12444e-16, 
2.384, -5.67583e-10, -4.41073e-08, 1.22376e-05, 3.04932e-15, 1.00162e-16, 2.6131e-16, 
2.392, -5.67583e-10, -4.41073e-08, 1.22376e-05, 4.09286e-15, -9.57147e-17, -8.0934e-16, 
2.4, -5.67583e-10, -4.41073e-08, 1.22376e-05, 3.36103e-15, -2.00959e-16, 4.60151e-16, 
2.408, -5.67583e-10, -4.41073e-08, 1.22376e-05, 3.37458e-15, -2.20652e-16, 5.66242e-16, 
2.416, -5.67583e-10, -4.41073e-08, 1.22376e-05, 3.04932e-15, 8.31786e-16, 1.94182e-16, 
2.424, -5.67582e-10, -4.41073e-08, 1.22376e-05, 4.09286e-15, -2.2404e-16, -6.20028e-16, 
2.432, -5.67582e-10, -4.41073e-08, 1.22376e-05, 3.38813e-15, -2.28275e-16, -5.63277e-17, 
2.44, -5.67582e-10, -4.41073e-08, 1.22376e-05, 3.40168e-15, 2.58345e-17, 3.33519e-16, 
2.448, -5.67582e-10, -4.41073e-08, 1.22376e-05, 3.38813e-15, 2.40134e-16, 1.86559e-16, 
2.456, -5.67582e-10, -4.41073e-08, 1.22376e-05, 3.37458e-15, -2.18323e-16, 9.88911e-17, 
2.464, -5.67582e-10, -4.41073e-08, 1.22376e-05, 3.03577e-15, 5.03985e-17, 4.35587e-16, 
2.472, -5.67582e-10, -4.41073e-08, 1.22376e-05, 4.07931e-15, 1.63054e-17, -4.96785e-16, 
2.48, -5.67582e-10, -4.41073e-08, 1.22376e-05, 3.41524e-15, -4.72009e-16, -1.20702e-16, 
2.488, -5.67582e-10, -4.41073e-08, 1.22376e-05, 3.36103e-15, 5.85088e-16, 2.67027e-16, 
2.496, -5.67582e-10, -4.41073e-08, 1.22376e-05, 3.06287e-15, 5.31513e-17, 4.52739e-16, 
2.504, -5.67582e-10, -4.41073e-08, 1.22376e-05, 4.07931e-15, -7.94093e-17, -5.10126e-16, 
2.512, -5.67582e-10, -4.41073e-08, 1.22376e-05, 3.38813e-15, -3.3966e-16, 5.79794e-16, 
2.52, -5.67582e-10, -4.41073e-08, 1.22376e-05, 3.41524e-15, 5.77465e-16, 1.00162e-16, 
2.528, -5.67582e-10, -4.41073e-08, 1.22376e-05, 3.02221e-15, 1.02915e-16, 7.22307e-16, 
2.536, -5.67582e-10, -4.41073e-08, 1.22376e-05, 3.38813e-15, -9.91029e-17, -1.18373e-16, 
2.544, -5.67582e-10, -4.41073e-08, 1.22376e-05, 4.05221e-15, -3.17637e-16, -5.637e-16, 
2.552, -5.67582e-10, -4.41073e-08, 1.22376e-05, 3.41524e-15, 2.39287e-16, 9.0209e-17, 
2.56, -5.67582e-10, -4.41073e-08, 1.22376e-05, 3.41524e-15, -2.96462e-18, 2.6491e-16, 
2.568, -5.67582e-10, -4.41073e-08, 1.22376e-05, 3.41524e-15, -2.19382e-16, 2.51357e-16, 
2.576, -5.67582e-10, -4.41073e-08, 1.22376e-05, 3.07642e-15, 7.24213e-17, 6.03087e-16, 
2.584, -5.67582e-10, -4.41073e-08, 1.22376e-05, 3.40168e-15, -2.3611e-16, -3.36907e-16, 
2.592, -5.67582e-10, -4.41073e-08, 1.22376e-05, 4.13352e-15, -2.15146e-16, -5.36807e-16, 
2.6, -5.67582e-10, -4.41073e-08, 1.22376e-05, 3.38813e-15, -1.53525e-16, 3.52789e-16, 
2.608, -5.67582e-10, -4.41073e-08, 1.22376e-05, 3.06287e-15, 8.30304e-16, 2.18111e-16, 
2.616, -5.67582e-10, -4.41073e-08, 1.22376e-05, 3.40168e-15, -8.89385e-17, -2.58769e-16, 
2.624, -5.67582e-10, -4.41073e-08, 1.22376e-05, 4.06576e-15, -3.22508e-16, -1.17378e-15, 
2.632, -5.67582e-10, -4.41073e-08, 1.22376e-05, 3.37458e-15, 2.45216e-16, 6.20452e-17, 
2.64, -5.67582e-10, -4.41073e-08, 1.22376e-05, 3.42879e-15, 6.16216e-17, -2.55169e-16, 
2.648, -5.67582e-10, -4.41073e-08, 1.22376e-05, 3.38813e-15, -7.03037e-17, -1.16255e-16, 
2.656, -5.67582e-10, -4.41073e-08, 1.22376e-05, 3.06287e-15, -2.56227e-17, 5.87206e-16, 
2.664, -5.67582e-10, -4.41073e-08, 1.22376e-05, 4.05221e-15, -1.45266e-16, -3.90482e-16, 
2.672, -5.67582e-10, -4.41073e-08, 1.22376e-05, 3.38813e-15, -3.53424e-16, -4.07635e-16, 
2.68, -5.67582e-10, -4.41073e-08, 1.22376e-05, 3.38813e-15, 5.65394e-16, -1.40607e-16, 
2.688, -5.67582e-10, -4.41073e-08, 1.22376e-05, 3.06287e-15, 2.98579e-17, 5.76194e-16, 
2.696, -5.67582e-10, -4.41073e-08, 1.22376e-05, 4.07931e-15, -1.59877e-16, -6.79744e-16, 
2.704, -5.67582e-10, -4.41073e-08, 1.22376e-05, 3.38813e-15, -4.12505e-16, -3.79047e-17, 
2.712, -5.67581e-10, -4.41073e-08, 1.22376e-05, 3.38813e-15, -2.071e-16, 3.17637e-17, 
2.72, -5.67581e-10, -4.41073e-08, 1.22376e-05, 3.44234e-15, 7.59153e-16, -3.35849e-16, 
2.728, -5.67581e-10, -4.41073e-08, 1.22376e-05, 4.06576e-15, -8.11034e-17, -2.81638e-17, 
2.736, -5.67581e-10, -4.41073e-08, 1.22376e-05, 3.06287e-15, 2.15993e-17, 6.79956e-16, 
2.744, -5.67581e-10, -4.41073e-08, 1.22376e-05, 3.40168e-15, -2.32511e-16, 1.22185e-16, 
2.752, -5.67581e-10, -4.41073e-08, 1.22376e-05, 3.40168e-15, -2.92862e-16, -3.55754e-17, 
2.76, -5.67581e-10, -4.41073e-08, 1.22376e-05, 3.38813e-15, 4.45963e-16, 6.3231e-16, 
2.768, -5.67581e-10, -4.41073e-08, 1.22376e-05, 3.38813e-15, 6.90332e-17, 3.30766e-16, 
2.776, -5.67581e-10, -4.41073e-08, 1.22376e-05, 3.40168e-15, -3.43048e-16, 1.47807e-16, 
2.784, -5.67581e-10, -4.41073e-08, 1.22376e-05, 3.06287e-15, 2.18958e-16, 4.96361e-16, 
2.792, -5.67581e-10, -4.41073e-08, 1.22376e-05, 4.07931e-15, -1.8423e-16, -8.56774e-16, 
2.8, -5.67581e-10, -4.41073e-08, 1.22376e-05, 3.37458e-15, -3.62742e-16, 2.72109e-16, 
2.808, -5.67581e-10, -4.41073e-08, 1.22376e-05, 3.41524e-15, 5.53536e-16, 2.25734e-16, 
2.816, -5.67581e-10, -4.41073e-08, 1.22376e-05, 3.40168e-15, -9.04208e-17, 2.6258e-16, 
2.824, -5.67581e-10, -4.41073e-08, 1.22376e-05, 3.36103e-15, -2.69992e-16, -5.92923e-18, 
2.832, -5.67581e-10, -4.41073e-08, 1.22376e-05, 3.00866e-15, 1.43996e-16, 4.09752e-16, 
2.84, -5.67581e-10, -4.41073e-08, 1.22376e-05, 4.03865e-15, -6.88214e-17, -9.51853e-16, 
2.848, -5.67581e-10, -4.41073e-08, 1.22376e-05, 3.37458e-15, -2.8545e-16, -5.99276e-17, 
2.856, -5.67581e-10, -4.41073e-08, 1.22376e-05, 4.06576e-15, 5.68783e-16, -7.33742e-16, 
2.864, -5.67581e-10, -4.41073e-08, 1.22376e-05, 3.38813e-15, -2.98579e-16, -8.27975e-17, 
2.872, -5.67581e-10, -4.41073e-08, 1.22376e-05, 3.37458e-15, 8.12728e-16, 4.84503e-16, 
2.88, -5.67581e-10, -4.41073e-08, 1.22376e-05, 3.40168e-15, 6.58568e-17, 4.35587e-16, 
2.888, -5.67581e-10, -4.41073e-08, 1.22376e-05, 3.37458e-15, -1.69618e-16, -4.49139e-16, 
2.896, -5.67581e-10, -4.41073e-08, 1.22376e-05, 3.02221e-15, 4.70103e-17, 4.24575e-16, 
2.904, -5.67581e-10, -4.41073e-08, 1.22376e-05, 4.05221e-15, -1.50137e-16, -7.21249e-16, 
2.912, -5.67581e-10, -4.41073e-08, 1.22376e-05, 3.40168e-15, -2.57498e-16, 3.52789e-16, 
2.92, -5.67581e-10, -4.41073e-08, 1.22376e-05, 3.33392e-15, -1.84441e-16, 4.42998e-16, 
2.928, -5.67581e-10, -4.41073e-08, 1.22376e-05, 3.37458e-15, -2.90744e-16, -5.2516e-17, 
2.936, -5.67581e-10, -4.41073e-08, 1.22376e-05, 3.37458e-15, 8.97643e-16, 2.67027e-16, 
2.944, -5.67581e-10, -4.41073e-08, 1.22376e-05, 3.41524e-15, 6.28922e-17, -3.41778e-16, 
2.952, -5.67581e-10, -4.41073e-08, 1.22376e-05, 4.07931e-15, -1.68348e-16, -8.4301e-16, 
2.96, -5.67581e-10, -4.41073e-08, 1.22376e-05, 3.38813e-15, 1.28325e-16, 5.61371e-16, 
2.968, -5.67581e-10, -4.41073e-08, 1.22376e-05, 3.34747e-15, -2.5051e-16, 3.52577e-16, 
2.976, -5.67581e-10, -4.41073e-08, 1.22376e-05, 3.03577e-15, 1.73006e-16, 5.11396e-16, 
2.984, -5.67581e-10, -4.41073e-08, 1.22376e-05, 3.37458e-15, -1.41666e-16, 7.41154e-18, 
2.992, -5.67581e-10, -4.41073e-08, 1.22376e-05, 4.06576e-15, -2.66815e-16, -7.94729e-16, 
3, -5.6758e-10, -4.41073e-08, 1.22376e-05, 3.37458e-15, -1.45054e-16, 3.34578e-16, 
3.008, -5.6758e-10, -4.41073e-08, 1.22376e-05, 3.04932e-15, 8.63974e-17, 2.43945e-16, 
3.016, -5.6758e-10, -4.41073e-08, 1.22376e-05, 4.07931e-15, -7.24213e-17, -6.70215e-16, 
3.024, -5.6758e-10, -4.41073e-08, 1.22376e-05, 3.37458e-15, -3.79471e-16, 2.52839e-16, 
3.032, -5.6758e-10, -4.41073e-08, 1.22376e-05, 3.36103e-15, 6.56662e-16, 4.96785e-16, 
3.04, -5.6758e-10, -4.41073e-08, 1.22376e-05, 3.38813e-15, 1.14349e-17, -1.52466e-16, 
3.048, -5.6758e-10, -4.41073e-08, 1.22376e-05, 3.40168e-15, -1.73006e-16, -2.6491e-16, 
3.056, -5.6758e-10, -4.41073e-08, 1.22376e-05, 3.00866e-15, -4.3834e-17, 4.29657e-16, 
3.064, -5.6758e-10, -4.41073e-08, 1.22376e-05, 4.05221e-15, -1.33196e-16, -5.26007e-16, 
3.072, -5.6758e-10, -4.41073e-08, 1.22376e-05, 3.37458e-15, -2.39499e-16, 2.12394e-16, 
3.08, -5.6758e-10, -4.41073e-08, 1.22376e-05, 3.38813e-15, 6.80591e-16, 4.02341e-16, 
3.088, -5.6758e-10, -4.41073e-08, 1.22376e-05, 3.08998e-15, 5.44219e-17, 5.27278e-17, 
3.096, -5.6758e-10, -4.41073e-08, 1.22376e-05, 4.07931e-15, -8.9362e-17, -6.83556e-16, 
3.104, -5.6758e-10, -4.41073e-08, 1.22376e-05, 3.36103e-15, -3.23355e-16, 5.17537e-16, 
3.112, -5.6758e-10, -4.41073e-08, 1.22376e-05, 3.38813e-15, -7.28448e-17, 1.14773e-16, 
3.12, -5.6758e-10, -4.41073e-08, 1.22376e-05, 3.38813e-15, 5.75982e-17, 9.88911e-17, 
3.128, -5.6758e-10, -4.41073e-08, 1.22376e-05, 3.38813e-15, -1.8423e-16, 3.52577e-16, 
3.136, -5.6758e-10, -4.41073e-08, 1.22376e-05, 3.02221e-15, 7.77153e-17, 4.21187e-16, 
3.144, -5.6758e-10, -4.41073e-08, 1.22376e-05, 4.06576e-15, -8.19504e-17, -9.76417e-16, 
3.152, -5.6758e-10, -4.41073e-08, 1.22376e-05, 3.37458e-15, -2.00535e-16, -5.61159e-17, 
3.16, -5.6758e-10, -4.41073e-08, 1.22376e-05, 3.38813e-15, 5.65606e-16, -9.88911e-17, 
3.168, -5.6758e-10, -4.41073e-08, 1.22376e-05, 3.06287e-15, 2.87991e-17, -2.29334e-16, 
3.176, -5.6758e-10, -4.41073e-08, 1.22376e-05, 4.07931e-15, -1.94606e-16, -9.69006e-16, 
3.184, -5.6758e-10, -4.41073e-08, 1.22376e-05, 4.10642e-15, -3.60201e-16, -1.01792e-15, 
3.192, -5.6758e-10, -4.41073e-08, 1.22376e-05, 3.36103e-15, 5.67936e-16, 6.02876e-16, 
3.2, -5.6758e-10, -4.41073e-08, 1.22376e-05, 3.04932e-15, 1.20279e-16, 1.00818e-15, 
3.208, -5.6758e-10, -4.41073e-08, 1.22376e-05, 3.34747e-15, -1.30231e-16, 4.52739e-16, 
3.216, -5.6758e-10, -4.41073e-08, 1.22376e-05, 3.40168e-15, -2.71262e-16, -2.43522e-17, 
3.224, -5.6758e-10, -4.41073e-08, 1.22376e-05, 3.38813e-15, -1.43996e-16, 1.74701e-16, 
3.232, -5.6758e-10, -4.41073e-08, 1.22376e-05, 3.07642e-15, 7.28025e-16, 2.7825e-16, 
3.24, -5.6758e-10, -4.41073e-08, 1.22376e-05, 4.09286e-15, -8.13152e-17, -1.00077e-15, 
3.248, -5.6758e-10, -4.41073e-08, 1.22376e-05, 3.40168e-15, -1.73006e-16, 4.59939e-16, 
3.256, -5.6758e-10, -4.41073e-08, 1.22376e-05, 3.34747e-15, -1.5903e-16, -2.53898e-16, 
3.264, -5.6758e-10, -4.41073e-08, 1.22376e-05, 3.71339e-15, 3.26108e-17, -3.59989e-18, 
3.272, -5.6758e-10, -4.41073e-08, 1.22376e-05, 3.37458e-15, -1.09691e-16, 2.01382e-16, 
3.28, -5.6758e-10, -4.41073e-08, 1.22376e-05, 3.06287e-15, 8.21622e-17, 6.56451e-16, 
3.288, -5.67579e-10, -4.41073e-08, 1.22376e-05, 4.06576e-15, -1.28749e-16, -7.00284e-16, 
3.296, -5.67579e-10, -4.41073e-08, 1.22376e-05, 3.34747e-15, -1.66865e-16, 4.90432e-16, 
3.304, -5.67579e-10, -4.41073e-08, 1.22376e-05, 3.37458e-15, 6.02452e-16, -8.06799e-17, 
3.312, -5.67579e-10, -4.41073e-08, 1.22376e-05, 3.37458e-15, 1.75124e-16, 6.60686e-17, 
3.32, -5.67579e-10, -4.41073e-08, 1.22376e-05, 3.38813e-15, -1.01432e-16, -4.17164e-17, 
3.328, -5.67579e-10, -4.41073e-08, 1.22376e-05, 3.38813e-15, -3.3119e-16, -4.6608e-16, 
3.336, -5.67579e-10, -4.41073e-08, 1.22376e-05, 4.06576e-15, 1.6263e-16, -7.88588e-16, 
3.344, -5.67579e-10, -4.41073e-08, 1.22376e-05, 3.37458e-15, -3.07261e-16, 3.73542e-16, 
3.352, -5.67579e-10, -4.41073e-08, 1.22376e-05, 3.38813e-15, 1.28961e-16, -6.58568e-17, 
3.36, -5.67579e-10, -4.41073e-08, 1.22376e-05, 3.38813e-15, 1.55431e-16, -1.08844e-16, 
3.368, -5.67579e-10, -4.41073e-08, 1.22376e-05, 3.37458e-15, -2.81427e-16, 3.01544e-16, 
3.376, -5.67579e-10, -4.41073e-08, 1.22376e-05, 3.38813e-15, 4.19281e-17, -1.46325e-16, 
3.384, -5.67579e-10, -4.41073e-08, 1.22376e-05, 4.07931e-15, -1.69195e-16, -7.2506e-16, 
3.392, -5.67579e-10, -4.41073e-08, 1.22376e-05, 3.07642e-15, 1.10961e-16, -3.59989e-18, 
3.4, -5.67579e-10, -4.41073e-08, 1.22376e-05, 3.40168e-15, -1.94818e-17, -5.99276e-17, 
3.408, -5.67579e-10, -4.41073e-08, 1.22376e-05, 4.07931e-15, -1.84441e-16, -6.24899e-16, 
3.416, -5.67579e-10, -4.41073e-08, 1.22376e-05, 3.38813e-15, 5.64336e-16, 4.03823e-16, 
3.424, -5.67579e-10, -4.41073e-08, 1.22376e-05, 3.06287e-15, 7.66565e-17, 6.55604e-16, 
3.432, -5.67579e-10, -4.41073e-08, 1.22376e-05, 3.37458e-15, -2.40557e-16, 4.44057e-16, 
3.44, -5.67579e-10, -4.41073e-08, 1.22376e-05, 3.40168e-15, -2.96038e-16, -1.67289e-17, 
3.448, -5.67579e-10, -4.41073e-08, 1.22376e-05, 3.40168e-15, -2.12605e-16, 3.1552e-17, 
3.456, -5.67579e-10, -4.41073e-08, 1.22376e-05, 3.03577e-15, 8.97855e-17, 5.78312e-16, 
3.464, -5.67579e-10, -4.41073e-08, 1.22376e-05, 4.09286e-15, -1.6623e-16, -7.77364e-16, 
3.472, -5.67579e-10, -4.41073e-08, 1.22376e-05, 3.37458e-15, 4.26693e-16, 7.91976e-17, 
3.48, -5.67579e-10, -4.41073e-08, 1.22376e-05, 3.37458e-15, -1.95241e-16, 2.79521e-17, 
3.488, -5.67579e-10, -4.41073e-08, 1.22376e-05, 3.41524e-15, 1.1922e-16, -9.50794e-17, 
3.496, -5.67579e-10, -4.41073e-08, 1.22376e-05, 4.07931e-15, -1.33619e-16, -5.4443e-16, 
3.504, -5.67579e-10, -4.41073e-08, 1.22376e-05, 3.38813e-15, 4.82809e-16, 4.97844e-16, 
3.512, -5.67579e-10, -4.41073e-08, 1.22376e-05, 3.34747e-15, 2.58769e-16, 5.89535e-16, 
3.52, -5.67579e-10, -4.41073e-08, 1.22376e-05, 3.38813e-15, -2.64063e-16, 1.72159e-16, 
3.528, -5.67579e-10, -4.41073e-08, 1.22376e-05, 3.38813e-15, 2.43522e-16, 9.99499e-17, 
3.536, -5.67579e-10, -4.41073e-08, 1.22376e-05, 3.38813e-15, 1.73642e-17, -1.14561e-16, 
3.544, -5.67579e-10, -4.41073e-08, 1.22376e-05, 3.41524e-15, -1.91429e-16, -3.51519e-16, 
3.552, -5.67579e-10, -4.41073e-08, 1.22376e-05, 3.41524e-15, 5.06102e-17, 2.44157e-16, 
3.56, -5.67579e-10, -4.41073e-08, 1.22376e-05, 3.37458e-15, -2.42463e-16, 4.05305e-16, 
3.568, -5.67579e-10, -4.41073e-08, 1.22376e-05, 3.06287e-15, 1.15832e-16, 6.89273e-16, 
3.576, -5.67578e-10, -4.41073e-08, 1.22376e-05, 4.06576e-15, -1.23879e-16, -7.77153e-16, 
3.584, -5.67578e-10, -4.41073e-08, 1.22376e-05, 3.41524e-15, -3.25684e-16, 1.0122e-16, 
3.592, -5.67578e-10, -4.41073e-08, 1.22376e-05, 3.40168e-15, -1.19432e-16, 2.8545e-16, 
3.6, -5.67578e-10, -4.41073e-08, 1.22376e-05, 3.03577e-15, 8.36657e-16, 4.41728e-16, 
3.608, -5.67578e-10, -4.41073e-08, 1.22376e-05, 4.11997e-15, -1.50137e-16, -1.21316e-15, 
3.616, -5.67578e-10, -4.41073e-08, 1.22376e-05, 3.37458e-15, -3.51519e-16, -7.55977e-17, 
3.624, -5.67578e-10, -4.41073e-08, 1.22376e-05, 3.38813e-15, -2.22134e-16, -1.91641e-16, 
3.632, -5.67578e-10, -4.41073e-08, 1.22376e-05, 3.06287e-15, 3.62107e-17, 2.68509e-16, 
3.64, -5.67578e-10, -4.41073e-08, 1.22376e-05, 4.09286e-15, -1.48231e-16, -8.74985e-16, 
3.648, -5.67578e-10, -4.41073e-08, 1.22376e-05, 3.34747e-15, 5.33631e-16, 9.50794e-17, 
3.656, -5.67578e-10, -4.41073e-08, 1.22376e-05, 3.38813e-15, -2.79097e-16, -2.07311e-16, 
3.664, -5.67578e-10, -4.41073e-08, 1.22376e-05, 3.7676e-15, 1.07997e-17, -5.12455e-17, 
3.672, -5.67578e-10, -4.41073e-08, 1.22376e-05, 3.40168e-15, -1.73642e-16, -2.12182e-16, 
3.68, -5.67578e-10, -4.41073e-08, 1.22376e-05, 3.33392e-15, -1.60725e-16, 2.49875e-16, 
3.688, -5.67578e-10, -4.41073e-08, 1.22376e-05, 3.37458e-15, 4.82385e-16, 3.19755e-17, 
3.696, -5.67578e-10, -4.41073e-08, 1.22376e-05, 4.06576e-15, 3.00697e-17, -5.78524e-16, 
3.704, -5.67578e-10, -4.41073e-08, 1.22376e-05, 3.41524e-15, -1.06091e-16, -2.44369e-16, 
3.712, -5.67578e-10, -4.41073e-08, 1.22376e-05, 3.07642e-15, 1.09479e-16, 4.95726e-16, 
3.72, -5.67578e-10, -4.41073e-08, 1.22376e-05, 3.36103e-15, -1.43996e-16, 3.48978e-16, 
3.728, -5.67578e-10, -4.41073e-08, 1.22376e-05, 4.07931e-15, -2.14511e-16, -7.01979e-16, 
